Candidate_ID,Gender,Age,Education_Level,Experience_Years,Skill_Score,Aptitude_Test_Score,Technical_Test_Score,Communication_Score,Certifications_Count,Previous_Companies,Interview_Score,Location,Job_Role_Applied,Expected_Salary,Hiring_Decision
32850,Male,21,Bachelors,13,10,56,41,95,9.0,2,56,Urban,Manager,132098,0
32851,Male,48,High School,9,96,88,18,98,9.0,4,60,Semi-Urban,Manager,132936,1
32852,Male,58,Diploma,6,34,55,53,14,0.0,5,12,Rural,Software Engineer,121760,0
32853,Male,26,Bachelors,18,87,84,29,22,1.0,0,51,Urban,ML Engineer,91257,1
32854,Female,52,High School,17,63,83,43,8,5.0,6,98,Rural,Data Analyst,45533,1
32855,Female,33,High School,0,76,49,57,58,1.0,5,12,Urban,HR Executive,121137,0
32856,Female,21,Masters,12,97,31,50,12,3.0,0,2,Semi-Urban,Data Analyst,90920,0
32857,Other,34,Diploma,18,36,72,54,84,2.0,1,54,Semi-Urban,ML Engineer,113099,0
32858,Male,57,Bachelors,14,29,17,86,78,7.0,3,65,Urban,HR Executive,81232,0
32859,Male,58,Bachelors,18,59,25,98,40,9.0,4,92,Semi-Urban,HR Executive,100332,1
32860,Male,29,Bachelors,1,66,34,86,40,7.0,2,59,Urban,HR Executive,77113,1
32861,Female,54,Bachelors,3,49,91,48,15,8.0,2,33,Rural,ML Engineer,136855,0
32862,Male,40,Bachelors,2,32,90,61,62,8.0,4,18,Rural,ML Engineer,95440,0
32863,Male,53,Diploma,2,85,32,51,88,6.0,2,83,Urban,HR Executive,29223,1
32864,,41,Masters,0,34,74,46,68,4.0,0,86,Rural,HR Executive,105791,1
32865,Male,46,Bachelors,15,79,78,34,67,0.0,6,14,Rural,Software Engineer,88185,0
32866,Male,59,Masters,13,65,47,77,2,2.0,4,63,Urban,Software Engineer,63540,1
32867,Male,29,Diploma,16,15,60,1,65,0.0,3,93,Urban,Data Analyst,81212,0
32868,Female,26,Bachelors,5,45,80,92,16,7.0,7,30,Urban,HR Executive,28496,1
32869,Male,49,Diploma,0,99,53,33,34,8.0,7,85,Urban,Manager,70104,1
32870,Other,56,Diploma,19,27,96,62,61,9.0,1,86,Urban,HR Executive,111153,1
32871,Male,59,High School,10,14,19,6,87,4.0,2,12,Urban,ML Engineer,108182,0
32872,Female,39,Masters,8,2,72,38,42,6.0,2,64,Urban,HR Executive,60510,0
32873,Male,48,Bachelors,13,52,15,39,95,0.0,7,3,Rural,Data Analyst,74160,0
32874,Female,55,Diploma,1,90,78,14,8,4.0,6,18,Urban,Manager,111511,0
32875,Male,59,Bachelors,0,85,51,93,37,2.0,3,71,Rural,Data Analyst,116981,1
32876,Female,23,Masters,19,95,28,9,76,6.0,2,70,Urban,Data Analyst,111064,0
32877,Female,57,High School,0,91,85,87,98,7.0,6,44,Semi-Urban,Data Analyst,89451,1
32878,Male,34,Bachelors,4,92,36,80,59,6.0,7,39,Urban,Manager,53707,1
32879,Male,35,Masters,0,54,25,41,40,8.0,3,91,Semi-Urban,Manager,124693,0
32880,Male,47,Diploma,17,81,71,10,55,6.0,4,12,Rural,ML Engineer,107163,0
32881,Male,50,Bachelors,3,97,51,0,30,4.0,5,15,Urban,Software Engineer,83997,0
32882,Male,41,High School,18,29,51,76,26,0.0,3,46,Urban,Software Engineer,140797,0
32883,Female,43,Masters,3,74,53,12,58,8.0,3,9,Urban,Data Analyst,48945,0
32884,Male,29,Bachelors,12,99,18,92,8,7.0,7,51,Urban,Manager,58337,1
32885,Female,27,Bachelors,3,74,97,43,9,9.0,4,70,Urban,HR Executive,55295,1
32886,Female,54,Bachelors,17,17,66,74,93,3.0,7,80,Urban,ML Engineer,20311,0
32887,Female,21,Diploma,12,98,48,67,20,1.0,0,31,Rural,HR Executive,105039,1
32888,Male,44,PhD,16,80,58,5,18,0.0,7,28,Semi-Urban,Data Analyst,101154,0
32889,Male,37,Masters,0,23,15,38,62,4.0,1,49,Semi-Urban,Software Engineer,32938,0
32890,Male,21,Diploma,0,76,75,2,91,6.0,3,92,Urban,HR Executive,43987,1
32891,Male,24,Bachelors,9,63,74,83,49,6.0,3,99,Urban,Data Analyst,126935,1
32892,Male,50,Bachelors,17,5,72,64,65,5.0,6,41,Urban,ML Engineer,79632,0
32893,Female,55,Bachelors,7,67,95,83,78,4.0,5,36,Rural,ML Engineer,90352,1
32894,Female,54,High School,17,42,60,93,65,4.0,1,34,Urban,HR Executive,47099,0
32895,Male,30,Masters,1,34,4,36,4,1.0,6,87,Rural,ML Engineer,98687,0
32896,Male,55,Diploma,8,5,47,8,15,2.0,6,71,Urban,ML Engineer,93345,0
32897,Male,42,Diploma,12,45,31,47,43,0.0,6,10,Urban,ML Engineer,82957,0
32898,Other,39,Diploma,2,22,56,79,27,7.0,6,1,Urban,ML Engineer,69407,0
32899,Other,51,Bachelors,10,73,11,4,77,6.0,0,34,Urban,ML Engineer,27920,0
32900,Male,50,PhD,11,91,99,54,72,6.0,6,19,Urban,Software Engineer,83153,1
32901,Male,22,Bachelors,8,6,10,90,68,3.0,7,21,Rural,Software Engineer,70346,0
32902,Male,57,Bachelors,17,57,48,22,35,2.0,4,20,Rural,HR Executive,46067,0
32903,Male,53,High School,7,20,63,14,60,2.0,4,14,Urban,Data Analyst,139738,0
32904,Male,34,Bachelors,2,9,76,64,21,8.0,2,44,Rural,HR Executive,115276,0
32905,Female,45,Masters,17,31,23,65,20,3.0,2,98,Urban,HR Executive,91245,0
32906,Male,36,Masters,4,98,58,21,40,1.0,4,2,Semi-Urban,Data Analyst,52588,0
32907,Female,46,Diploma,12,59,33,70,81,4.0,2,63,Urban,HR Executive,84208,0
32908,Male,56,Bachelors,12,9,56,34,28,1.0,5,24,Semi-Urban,HR Executive,134899,0
32909,Female,41,Bachelors,4,25,19,44,73,5.0,4,79,Semi-Urban,HR Executive,123050,0
32910,Female,34,Masters,19,98,36,32,53,2.0,5,12,Urban,HR Executive,63812,0
32911,Male,32,Diploma,9,38,94,76,25,7.0,3,50,Semi-Urban,Data Analyst,49196,1
32912,Female,48,Diploma,7,34,67,42,93,6.0,1,12,Urban,ML Engineer,25083,0
32913,Male,58,High School,0,24,86,51,73,3.0,1,57,Urban,Data Analyst,143827,0
32914,Male,40,Masters,0,66,17,67,25,8.0,2,2,Semi-Urban,HR Executive,59967,0
32915,Male,50,Masters,18,75,4,51,22,3.0,7,29,Semi-Urban,Software Engineer,80786,0
32916,Male,50,PhD,7,14,20,24,16,4.0,0,75,Urban,Data Analyst,29420,0
32917,Male,40,Diploma,6,48,68,97,68,7.0,4,66,Urban,Data Analyst,26627,1
32918,Female,48,Diploma,6,28,0,72,86,1.0,1,94,Semi-Urban,Manager,141220,0
32919,Male,28,Masters,2,72,14,37,9,6.0,6,45,Semi-Urban,Software Engineer,41975,0
32920,Male,30,Masters,16,53,69,47,17,9.0,0,20,Urban,Data Analyst,145442,0
32921,Female,46,Diploma,7,35,67,12,43,5.0,7,45,Urban,ML Engineer,107695,0
32922,Female,24,Bachelors,5,61,1,6,3,6.0,4,11,Urban,Data Analyst,83256,0
32923,Male,24,High School,1,57,13,41,20,9.0,6,76,Semi-Urban,Manager,91313,0
32924,Male,53,High School,2,94,67,87,26,6.0,5,51,Urban,Data Analyst,95267,1
32925,Male,42,Diploma,3,98,14,39,14,9.0,4,88,Urban,Data Analyst,98547,1
32926,Male,44,Masters,1,93,98,10,92,7.0,0,14,Urban,Data Analyst,98285,0
32927,Female,50,High School,1,54,56,34,11,6.0,3,82,Urban,Data Analyst,43997,0
32928,Male,40,Bachelors,18,99,19,97,0,4.0,4,16,Urban,Manager,51049,0
32929,Male,58,Bachelors,5,47,70,39,67,9.0,2,19,Semi-Urban,Data Analyst,33471,0
32930,Other,22,High School,13,35,45,8,56,4.0,2,78,Urban,HR Executive,138567,0
32931,Female,59,Bachelors,19,3,72,66,35,7.0,0,41,Semi-Urban,Manager,139767,0
32932,Male,37,Masters,13,19,8,97,94,6.0,2,98,Urban,Software Engineer,122630,0
32933,Female,56,Bachelors,7,82,11,39,35,6.0,5,31,Semi-Urban,HR Executive,63977,0
32934,Female,58,Bachelors,5,31,55,84,95,5.0,7,42,Semi-Urban,Data Analyst,80248,0
32935,Male,38,Diploma,18,28,87,55,51,1.0,7,75,Urban,ML Engineer,125223,1
32936,Female,44,PhD,19,72,19,11,38,7.0,5,66,Urban,ML Engineer,55603,0
32937,Male,24,Bachelors,12,25,24,21,87,7.0,7,35,Urban,Software Engineer,104256,0
32938,Female,48,Diploma,17,79,92,16,50,6.0,3,18,Rural,Software Engineer,104721,0
32939,Other,47,Masters,19,67,91,82,6,5.0,1,24,Urban,Software Engineer,66174,1
32940,Male,34,Bachelors,5,19,52,36,5,7.0,7,28,Urban,Data Analyst,36414,0
32941,Female,29,Bachelors,11,20,47,64,36,7.0,5,54,Semi-Urban,Data Analyst,50372,0
32942,Female,24,High School,1,84,29,57,78,7.0,6,39,Urban,HR Executive,61397,0
32943,Female,30,Masters,2,52,15,91,87,0.0,4,92,Urban,Data Analyst,139547,1
32944,Female,35,Diploma,9,6,88,28,18,4.0,6,75,Urban,Manager,129105,0
32945,Male,23,Masters,16,68,84,87,62,9.0,2,98,Urban,HR Executive,51277,1
32946,Female,54,Bachelors,11,78,91,35,45,7.0,6,42,Semi-Urban,Software Engineer,147285,1
32947,Female,27,Masters,4,31,26,48,5,1.0,2,19,Semi-Urban,HR Executive,49668,0
32948,Female,56,Masters,2,88,43,60,88,3.0,1,63,Semi-Urban,Software Engineer,128663,1
32949,Female,44,Bachelors,10,25,13,86,37,9.0,2,43,Urban,Manager,25208,0
32950,Male,55,Bachelors,7,17,10,16,42,9.0,4,74,Urban,Manager,96822,0
32951,Male,32,Diploma,6,79,3,28,3,5.0,3,71,Semi-Urban,Data Analyst,129555,0
32952,Female,51,Bachelors,17,73,65,38,69,9.0,2,50,Semi-Urban,Software Engineer,47109,0
32953,Female,54,Bachelors,19,93,22,6,92,2.0,2,48,Urban,Manager,35383,0
32954,Male,49,Bachelors,13,5,49,68,5,7.0,6,40,Rural,Data Analyst,108208,0
32955,Male,37,Bachelors,13,48,63,52,22,9.0,1,44,Urban,HR Executive,149717,0
32956,Female,28,Bachelors,8,48,78,46,97,5.0,4,42,Urban,Manager,140900,0
32957,Female,56,PhD,19,77,72,18,86,7.0,0,85,Urban,Data Analyst,125962,1
32958,Female,31,High School,11,12,21,6,34,2.0,6,71,Semi-Urban,Software Engineer,138931,0
32959,Male,58,Bachelors,8,22,12,74,73,5.0,1,55,Urban,ML Engineer,88796,0
32960,Female,50,Bachelors,3,83,95,53,97,5.0,0,6,Urban,Manager,143933,0
32961,Female,47,High School,5,56,85,12,75,4.0,5,68,Semi-Urban,Manager,101141,0
32962,Female,26,PhD,8,96,43,36,67,1.0,5,43,Urban,ML Engineer,109949,0
32963,Female,43,Masters,6,38,49,59,36,6.0,2,87,Semi-Urban,HR Executive,46110,0
32964,Male,47,Masters,8,14,5,43,16,0.0,4,42,Rural,ML Engineer,92217,0
32965,Other,45,Bachelors,6,37,99,55,32,6.0,5,37,Semi-Urban,Manager,109756,0
32966,Female,37,Diploma,12,66,18,52,39,3.0,7,75,Urban,Software Engineer,127570,0
32967,Male,42,Diploma,5,14,83,62,64,8.0,3,7,Urban,Manager,78434,0
32968,Female,42,High School,14,98,52,56,87,5.0,0,20,Urban,Manager,131269,0
32969,Female,45,Masters,18,67,77,20,10,1.0,7,99,Semi-Urban,Manager,134523,1
32970,Female,47,Masters,15,44,70,11,66,9.0,1,16,Rural,HR Executive,102576,0
32971,Male,32,Bachelors,10,29,94,49,1,1.0,3,96,Urban,ML Engineer,99707,1
32972,Male,26,Bachelors,8,57,76,21,19,1.0,0,90,Semi-Urban,Software Engineer,51610,1
32973,Male,36,Diploma,10,17,76,71,17,7.0,6,29,Rural,Software Engineer,121013,0
32974,Male,41,Bachelors,14,86,75,80,42,2.0,5,65,Urban,ML Engineer,44713,1
32975,Male,52,Bachelors,2,48,90,96,39,4.0,1,6,Semi-Urban,Data Analyst,138004,1
32976,Male,46,Bachelors,14,99,36,69,59,6.0,1,7,Rural,HR Executive,80148,0
32977,Male,41,Bachelors,9,5,89,70,53,4.0,0,55,Semi-Urban,Data Analyst,59263,0
32978,Female,26,High School,1,49,37,41,78,2.0,7,70,Semi-Urban,Manager,77340,0
32979,Male,58,Masters,15,50,59,46,2,9.0,3,69,Urban,Manager,99557,0
32980,Male,54,Bachelors,3,14,73,2,26,1.0,3,15,Urban,HR Executive,35281,0
32981,Male,37,Bachelors,9,15,63,1,84,3.0,1,81,Urban,ML Engineer,50260,0
32982,Male,38,Bachelors,5,66,86,50,52,7.0,0,54,Semi-Urban,ML Engineer,51925,1
32983,Female,37,Bachelors,15,40,40,21,55,3.0,3,59,Urban,HR Executive,135428,0
32984,Male,31,Diploma,18,77,11,71,74,5.0,2,32,Urban,HR Executive,107782,0
32985,Female,21,PhD,16,2,40,39,63,6.0,7,62,Urban,Software Engineer,61712,0
32986,Female,45,Bachelors,9,20,76,64,83,3.0,6,90,Urban,Data Analyst,58579,1
32987,Male,35,Bachelors,1,58,37,49,23,2.0,2,92,Semi-Urban,Manager,22582,1
32988,Male,55,High School,0,74,34,83,19,4.0,6,34,Rural,Software Engineer,41003,0
32989,Male,32,High School,13,7,16,21,97,8.0,6,34,Urban,Data Analyst,65544,0
32990,Male,42,High School,12,83,82,99,18,0.0,1,32,Semi-Urban,ML Engineer,147562,1
32991,Male,43,High School,1,98,62,3,32,5.0,2,98,Rural,Data Analyst,113390,1
32992,Female,22,Diploma,9,62,70,15,95,5.0,4,43,Urban,HR Executive,82556,0
32993,Male,25,Diploma,3,99,28,55,21,2.0,7,65,Rural,Data Analyst,145300,1
32994,Male,55,PhD,7,80,61,81,36,7.0,5,46,Rural,HR Executive,72798,1
32995,Male,48,High School,17,16,6,21,65,0.0,6,16,Rural,Software Engineer,76287,0
32996,Female,21,Masters,17,57,15,70,70,1.0,5,16,Urban,HR Executive,98711,0
32997,Male,37,Bachelors,6,6,90,25,6,2.0,4,98,Urban,HR Executive,121587,0
32998,Male,42,Bachelors,19,51,10,83,67,9.0,0,65,Semi-Urban,Software Engineer,81509,0
32999,Female,22,Bachelors,11,55,50,77,62,8.0,6,64,Urban,Data Analyst,52430,1
33000,Male,21,High School,18,29,12,39,28,6.0,4,22,Urban,Software Engineer,56361,0
33001,Male,57,Diploma,5,73,58,16,7,6.0,5,61,Urban,Manager,26023,0
33002,Male,49,Bachelors,19,78,31,89,20,6.0,4,27,Urban,HR Executive,74541,0
33003,Female,36,Diploma,15,49,65,16,90,0.0,7,22,Urban,Software Engineer,39188,0
33004,Male,44,Masters,6,26,77,28,3,2.0,4,73,Urban,Manager,113964,0
33005,Male,54,Diploma,1,86,32,46,76,1.0,2,26,Urban,ML Engineer,57590,0
33006,Other,27,High School,5,6,44,64,18,7.0,1,35,Rural,HR Executive,37074,0
33007,Male,38,Bachelors,8,49,61,73,22,8.0,6,4,Urban,Software Engineer,141675,0
33008,Female,31,Masters,17,54,31,12,45,6.0,1,33,Urban,Software Engineer,25461,0
33009,Male,43,Bachelors,5,37,76,71,8,8.0,3,21,Urban,Software Engineer,127545,0
33010,Male,33,Bachelors,8,94,56,4,53,8.0,3,26,Urban,ML Engineer,129897,0
33011,Female,34,Bachelors,7,5,20,33,37,3.0,3,69,Urban,Data Analyst,135341,0
33012,Female,38,Bachelors,6,7,74,54,70,9.0,6,64,Urban,Manager,42730,0
33013,Male,22,Bachelors,8,59,97,45,51,2.0,5,63,Rural,Manager,127166,1
33014,Female,22,PhD,8,78,75,60,79,1.0,2,37,Semi-Urban,ML Engineer,62575,1
33015,Female,24,Diploma,16,19,98,38,57,7.0,1,30,Semi-Urban,Data Analyst,132163,0
33016,Male,37,Diploma,15,29,67,24,55,8.0,4,55,Urban,ML Engineer,67338,0
33017,Female,34,High School,9,20,19,84,26,6.0,2,70,Urban,Data Analyst,84762,0
33018,Male,42,Masters,14,26,47,93,78,4.0,4,62,Rural,Software Engineer,148560,0
33019,Male,36,Masters,13,97,72,40,84,4.0,1,2,Semi-Urban,Data Analyst,22476,0
33020,Male,29,Bachelors,18,9,95,79,53,1.0,5,93,Urban,HR Executive,144685,1
33021,Female,35,High School,0,41,39,55,17,5.0,6,13,Urban,Software Engineer,25908,0
33022,Male,53,Diploma,8,51,54,70,45,1.0,2,76,Rural,Data Analyst,144073,1
33023,Female,23,Masters,16,2,69,79,66,8.0,5,54,Urban,Software Engineer,38487,0
33024,Male,24,Bachelors,8,61,55,72,92,5.0,4,42,Urban,HR Executive,70071,0
33025,Male,55,Masters,6,56,0,4,51,4.0,2,70,Urban,ML Engineer,60846,0
33026,Female,53,Masters,5,74,21,49,66,1.0,3,71,Urban,Software Engineer,51039,0
33027,Female,30,High School,5,74,77,28,52,9.0,5,45,Urban,Software Engineer,146853,0
33028,Male,31,Bachelors,13,47,68,34,8,1.0,3,80,Urban,Software Engineer,82876,0
33029,Male,35,High School,15,41,73,94,98,7.0,6,58,Semi-Urban,Software Engineer,48495,1
33030,Female,56,High School,7,73,84,90,31,4.0,3,51,Urban,Data Analyst,114252,1
33031,Male,38,Bachelors,10,65,4,12,59,4.0,6,88,Semi-Urban,Software Engineer,48715,0
33032,Female,38,PhD,13,84,48,31,82,1.0,2,76,Urban,HR Executive,65568,0
33033,Female,48,Bachelors,19,30,36,52,33,7.0,3,27,Urban,Data Analyst,111992,0
33034,Female,29,Bachelors,8,17,49,13,84,8.0,1,29,Urban,Software Engineer,52527,0
33035,Female,51,Diploma,0,28,34,97,13,7.0,7,94,Urban,ML Engineer,114978,1
33036,Female,37,Diploma,17,11,27,55,54,1.0,5,10,Urban,Manager,105431,0
33037,Male,41,Bachelors,2,5,21,30,79,5.0,5,45,Semi-Urban,Data Analyst,57207,0
33038,Male,37,Bachelors,7,36,57,87,76,5.0,2,25,Rural,HR Executive,43344,0
33039,Male,22,Diploma,3,81,13,90,67,9.0,3,97,Semi-Urban,Manager,92481,1
33040,Male,31,Bachelors,16,50,61,35,84,3.0,2,99,Rural,Software Engineer,63939,1
33041,Female,43,Diploma,6,58,47,70,0,7.0,4,2,Rural,ML Engineer,74636,0
33042,Male,40,Bachelors,1,50,26,71,98,2.0,0,16,Urban,Software Engineer,130991,0
33043,Female,56,Diploma,14,79,94,64,58,1.0,3,98,Semi-Urban,ML Engineer,114024,1
33044,Female,39,High School,0,13,29,19,85,7.0,1,3,Urban,ML Engineer,44207,0
33045,Female,32,Bachelors,13,44,31,51,84,5.0,2,56,Semi-Urban,Software Engineer,134078,0
33046,Male,24,Diploma,14,76,75,82,49,3.0,3,80,Urban,ML Engineer,94355,1
33047,Female,39,High School,1,91,1,68,86,5.0,2,85,Semi-Urban,Manager,21255,1
33048,Male,42,Bachelors,17,77,52,26,86,0.0,2,39,Urban,Data Analyst,24587,0
33049,Female,36,Diploma,17,80,16,15,60,8.0,1,75,Rural,Manager,55225,0
33050,Male,32,Masters,4,89,96,41,48,8.0,7,57,Rural,Data Analyst,128760,1
33051,Female,55,Bachelors,14,22,0,68,99,7.0,5,74,Urban,Data Analyst,43558,0
33052,Male,39,Bachelors,12,84,23,19,99,7.0,5,37,Rural,ML Engineer,77872,0
33053,Male,54,Bachelors,19,47,71,29,24,6.0,2,73,Semi-Urban,ML Engineer,92593,0
33054,Male,53,Bachelors,3,52,15,34,91,2.0,6,90,Urban,HR Executive,144580,0
33055,Female,27,Bachelors,3,56,65,23,39,3.0,1,16,Rural,HR Executive,75631,0
33056,Female,52,Bachelors,17,55,98,59,31,0.0,7,6,Urban,ML Engineer,128061,0
33057,Male,59,Bachelors,11,67,8,86,80,0.0,7,53,Semi-Urban,Software Engineer,49923,0
33058,Male,22,Bachelors,16,19,11,5,3,5.0,1,2,Semi-Urban,Software Engineer,92927,0
33059,Male,38,Bachelors,19,34,39,15,67,5.0,4,58,Urban,Software Engineer,119303,0
33060,Male,34,Bachelors,5,87,19,24,26,6.0,2,13,Semi-Urban,Data Analyst,32343,0
33061,Male,24,Diploma,19,62,3,21,1,6.0,5,82,Urban,ML Engineer,35847,0
33062,Male,38,High School,0,33,70,15,62,3.0,4,92,Semi-Urban,ML Engineer,93634,0
33063,Female,39,Bachelors,13,54,38,95,44,6.0,1,66,Semi-Urban,HR Executive,90801,1
33064,Male,54,Diploma,11,98,33,37,48,8.0,2,59,Urban,Data Analyst,136162,0
33065,Female,35,Bachelors,14,23,45,87,8,2.0,0,58,Urban,ML Engineer,34185,0
33066,Male,32,Masters,8,29,64,16,23,7.0,0,21,Rural,HR Executive,82585,0
33067,Female,40,PhD,4,71,8,62,77,1.0,2,24,Urban,HR Executive,140883,0
33068,Female,47,High School,19,61,60,79,33,2.0,6,98,Semi-Urban,Manager,130280,1
33069,Male,43,Bachelors,8,17,86,38,35,0.0,4,13,Urban,ML Engineer,127919,0
33070,Male,49,Bachelors,1,86,72,42,11,4.0,1,28,Urban,HR Executive,85366,0
33071,Male,46,Bachelors,8,65,57,92,38,7.0,2,35,Semi-Urban,Data Analyst,148143,1
33072,Male,22,Bachelors,17,80,32,90,28,9.0,6,93,Rural,Data Analyst,38693,1
33073,Male,23,High School,0,46,84,20,85,6.0,3,37,Semi-Urban,Software Engineer,115227,0
33074,Male,41,PhD,0,26,54,63,74,6.0,7,20,Urban,Software Engineer,32593,0
33075,Male,57,Bachelors,4,77,89,31,94,0.0,7,7,Urban,Manager,28513,0
33076,Male,39,Bachelors,2,71,84,74,39,9.0,1,68,Urban,HR Executive,127143,1
33077,Male,56,High School,4,72,72,34,3,0.0,0,68,Urban,ML Engineer,106040,1
33078,Male,49,Bachelors,14,23,21,35,57,1.0,2,66,Semi-Urban,HR Executive,95061,0
33079,Male,22,Masters,4,94,10,59,45,7.0,2,54,Semi-Urban,Data Analyst,34679,0
33080,Female,34,Bachelors,6,23,84,8,72,7.0,5,24,Rural,ML Engineer,42036,0
33081,Female,43,Masters,0,8,45,23,49,7.0,2,53,Urban,ML Engineer,119373,0
33082,Female,21,Diploma,5,91,97,32,45,3.0,0,46,Urban,HR Executive,42191,1
33083,Male,23,Bachelors,1,17,67,55,17,3.0,6,64,Semi-Urban,Software Engineer,83324,0
33084,Male,36,Bachelors,15,65,64,96,37,7.0,1,62,Semi-Urban,Data Analyst,94037,1
33085,Male,55,High School,8,53,36,37,85,2.0,3,70,Urban,Data Analyst,132830,0
33086,Male,53,Bachelors,18,96,11,52,1,4.0,6,30,Urban,HR Executive,39048,0
33087,Female,59,Diploma,3,79,42,80,70,4.0,3,53,Urban,ML Engineer,22466,1
33088,Male,57,Masters,4,27,79,68,85,3.0,6,94,Urban,Software Engineer,91142,1
33089,Female,38,Masters,5,0,79,33,85,5.0,3,74,Urban,Software Engineer,56617,0
33090,Female,48,Masters,1,89,45,49,66,3.0,7,94,Semi-Urban,HR Executive,130923,1
33091,Other,45,Bachelors,10,42,39,48,70,8.0,2,22,Urban,HR Executive,88773,0
33092,Male,46,Diploma,6,36,14,71,71,7.0,3,11,Urban,Data Analyst,119377,0
33093,Male,44,High School,12,26,72,9,97,7.0,3,52,Rural,ML Engineer,65102,0
33094,Male,50,PhD,2,58,31,43,65,9.0,5,13,Urban,HR Executive,38658,0
33095,Male,54,High School,16,95,69,46,30,7.0,0,6,Urban,ML Engineer,125514,0
33096,Female,52,Diploma,5,62,94,89,60,7.0,7,33,Semi-Urban,Software Engineer,72957,1
33097,Male,39,High School,10,17,76,4,29,2.0,2,11,Rural,Software Engineer,44375,0
33098,Male,22,Bachelors,17,62,11,44,81,8.0,5,93,Urban,ML Engineer,70430,0
33099,Male,57,Masters,5,81,95,48,72,8.0,2,65,Urban,Software Engineer,127373,1
33100,Male,34,Bachelors,1,36,75,57,7,6.0,6,80,Urban,ML Engineer,26063,1
33101,Male,29,Bachelors,19,62,95,69,28,8.0,0,46,Semi-Urban,Data Analyst,91882,1
33102,Male,49,High School,10,21,18,30,36,3.0,2,67,Rural,ML Engineer,118093,0
33103,Female,39,Bachelors,8,77,75,31,39,2.0,4,40,Urban,Data Analyst,84884,0
33104,Other,38,Masters,19,17,20,33,36,0.0,4,49,Rural,HR Executive,92254,0
33105,Male,59,Masters,2,36,16,27,16,0.0,6,72,Rural,Software Engineer,114595,0
33106,Male,49,High School,1,73,4,72,13,9.0,4,23,Urban,Data Analyst,31721,0
33107,Male,40,Masters,0,19,6,10,54,9.0,7,0,Urban,HR Executive,46509,0
33108,Female,37,Masters,3,65,29,53,65,0.0,2,25,Urban,HR Executive,117789,0
33109,Male,58,Masters,18,56,8,68,20,8.0,5,25,Urban,ML Engineer,39191,0
33110,Female,45,Diploma,7,63,55,18,53,5.0,4,70,Rural,Manager,65673,0
33111,Male,27,Masters,14,69,87,39,75,6.0,7,4,Urban,Software Engineer,104846,0
33112,Male,52,Bachelors,7,92,39,94,23,9.0,4,53,Rural,HR Executive,136222,1
33113,Male,34,High School,11,22,20,67,26,4.0,7,72,Urban,Data Analyst,90493,0
33114,Other,56,Diploma,12,44,74,62,5,6.0,7,21,Urban,Data Analyst,34874,0
33115,Male,31,Bachelors,15,16,70,3,6,5.0,1,60,Semi-Urban,ML Engineer,53040,0
33116,Male,53,Masters,16,40,28,65,2,9.0,1,5,Rural,Software Engineer,117835,0
33117,Male,36,Bachelors,5,66,44,35,15,4.0,3,14,Urban,Data Analyst,48080,0
33118,Male,23,High School,11,88,53,57,58,2.0,6,71,Urban,HR Executive,32283,1
33119,Male,47,High School,6,63,42,38,82,7.0,1,15,Urban,Manager,106417,0
33120,Female,30,High School,7,51,61,54,46,4.0,2,28,Urban,HR Executive,47481,0
33121,Female,27,Bachelors,7,82,32,0,7,0.0,3,93,Urban,Data Analyst,62837,0
33122,Female,40,Bachelors,2,41,60,12,71,1.0,2,60,Urban,HR Executive,124962,0
33123,Male,25,Bachelors,1,39,93,40,74,7.0,4,71,Semi-Urban,ML Engineer,103135,1
33124,Male,40,Diploma,19,77,94,78,21,2.0,0,42,Urban,Manager,143466,1
33125,Male,30,Masters,8,57,8,8,19,1.0,7,15,Semi-Urban,Data Analyst,81024,0
33126,Male,25,Bachelors,15,22,46,89,39,7.0,0,40,Urban,Data Analyst,142007,0
33127,Female,58,Bachelors,16,97,26,80,6,1.0,5,91,Rural,Manager,88731,1
33128,Male,24,Bachelors,16,20,9,38,15,4.0,1,24,Rural,Manager,102438,0
33129,Female,37,Diploma,7,25,59,28,73,5.0,3,29,Semi-Urban,ML Engineer,114502,0
33130,Female,49,PhD,1,42,22,19,33,3.0,1,45,Urban,ML Engineer,57704,0
33131,Male,53,Bachelors,6,26,68,55,98,3.0,7,21,Urban,HR Executive,138095,0
33132,Female,46,PhD,3,50,3,78,0,7.0,6,45,Rural,Software Engineer,143177,0
33133,Male,37,Masters,10,38,59,71,9,3.0,0,76,Urban,HR Executive,132385,1
33134,Male,50,Diploma,12,66,86,24,56,0.0,3,9,Urban,Software Engineer,65698,0
33135,Male,25,High School,7,17,3,97,6,5.0,0,58,Semi-Urban,Software Engineer,148916,0
33136,Female,29,Bachelors,0,3,95,51,37,5.0,7,88,Urban,Data Analyst,112678,0
33137,Male,36,High School,18,18,51,69,78,0.0,5,41,Urban,Manager,75570,0
33138,Female,58,High School,4,88,97,5,86,6.0,4,18,Rural,Data Analyst,92896,0
33139,Female,42,Bachelors,19,42,61,5,13,4.0,4,18,Semi-Urban,ML Engineer,82614,0
33140,Female,33,Bachelors,16,95,17,31,89,0.0,3,90,Urban,ML Engineer,148261,0
33141,Female,22,Bachelors,2,29,97,58,59,9.0,3,18,Urban,Manager,57897,0
33142,Male,33,Diploma,11,72,45,65,47,3.0,2,25,Urban,Software Engineer,96697,0
33143,Female,41,Bachelors,5,92,27,27,33,3.0,5,28,Rural,ML Engineer,31131,0
